ZIP Code,State,City/Town,Primary Specialty,All Secondary Specialties,Gender,Facility Name,NPI,Provider Last Name,Provider First Name,Provider Middle Name
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,"PULMONARY DISEASE, SLEEP MEDICINE",F,LPCH MEDICAL GROUP DIV OF LUCILE,1295889905,TABLIZO,MARY ANNE,A
941430810,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1295901239,ROSENTHAL,EFRAT,
930031810,CA,VENTURA,PEDIATRIC MEDICINE,,M,COMMUNITY MEMORIAL HEALTH SYSTEM,1295913523,LEE,SUN,MOON
951274758,CA,SAN JOSE,PEDIATRIC MEDICINE,,F,BAY AREA COMMUNITY HEALTH,1295973782,ARUN,APARNA,
953504500,CA,MODESTO,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,F,VALLEY CHILDRENS MEDICAL GROUP,1295982494,BECK,TRISHA,J
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,PULMONARY DISEASE,M,LPCH MEDICAL GROUP DIV OF LUCILE,1295995751,TRACY,MICHAEL,C
900953075,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,UC REGENTS,1306124037,CHOE,MEERYO,C
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,INFECTIOUS DISEASE,F,LPCH MEDICAL GROUP DIV OF LUCILE,1306165576,NADIMPALLI,SRUTI,S
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1306209796,LUTTRELL,JOHN,THOMAS
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF MEDICAL GROUP BUSINESS SERVICES,1306287172,WU,NATALIE,LUCY
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1306860036,DUBIN,ANNE,
959199707,CA,BROWNSVILLE,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,SUTTER VALLEY MEDICAL FOUNDATION,1306870258,KAHWAJI,IMAN,YOUSEF
902773036,CA,REDONDO BEACH,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,1316056146,KUO,ALICE,A
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF PEDIATRICS ASSOCIATES,1316074354,SUN,KAREN,I
902555836,CA,HUNTINGTON PARK,PEDIATRIC MEDICINE,GENERAL PRACTICE,F,"LUIS A. GALDAMEZ, MD INC.",1316078165,GALDAMEZ,VIOLETA,A
907452262,CA,CARSON,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,HEALTHCARE PARTNERS AFFILIATES MEDICAL GROUP,1316095227,GANGULY,ARNAB,
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,REGENTS OF THE UNIV OF CA,1316179336,NAGARAJU,LAKSHMI,
953504500,CA,MODESTO,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,F,VALLEY CHILDRENS MEDICAL GROUP,1316253545,HERSH,MELISSA,
926476860,CA,HUNTINGTON BEACH,PEDIATRIC MEDICINE,,M,MEMORIALCARE MEDICAL FOUNDATION,1316938749,SENAATI,SAMAN,
951282604,CA,SAN JOSE,PEDIATRIC MEDICINE,UROLOGY,M,COUNTY OF SANTA CLARA,1316987159,RODRIGUEZ,ESEQUIEL,
917651606,CA,DIAMOND BAR,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,PROVIDENCE MEDICAL FOUNDATION,1326076746,WANG,JEROME,
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,UCSF PEDIATRICS ASSOCIATES,1326103102,LONG,MICHELE,E
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1326141441,TAKAO,CHERYL,M
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1326235458,ALGAZE,CLAUDIA,
917864920,CA,UPLAND,PEDIATRIC MEDICINE,NEUROSURGERY,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1326255852,OLAYA,JOFFRE,E
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,UC REGENTS,1326493693,HUSAIN,MAJID,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,ENDOCRINOLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1336244623,BHATIA,SURUCHI,
953504500,CA,MODESTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,VALLEY CHILDRENS MEDICAL GROUP,1336259670,HERAGU,NARAKESARI,P
928683201,CA,ORANGE,PEDIATRIC MEDICINE,,F,UC REGENTS UCI DEPT OF PEDIATRICS,1336302777,MYERS,ANGELA,
924044618,CA,SAN BERNARDINO,PEDIATRIC MEDICINE,,F,,1336387018,KALU,CHIOMA,A
931112341,CA,GOLETA,PEDIATRIC MEDICINE,,F,COTTAGE CLINICAL ASSOCIATES,1336428820,IQBAL,ASNEHA,SHIREEN
904051828,CA,SANTA MONICA,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,VENICE FAMILY CLINIC,1336600261,KLEIN,KATELYN,HOPE ANDERSON
958172307,CA,SACRAMENTO,PEDIATRIC MEDICINE,,M,REGENTS OF THE UNIV OF CA,1346222197,JHAWAR,SANJAY,
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,F,UCSF MEDICAL GROUP BUSINESS SERVICES,1346434891,WERNER,HEIDI,
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,M,UCSF MEDICAL GROUP BUSINESS SERVICES,1346485026,AGRAWAL,ANURAG,
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,GASTROENTEROLOGY,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1346621760,HUANG,ALICE,C
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1356387021,GIUDICE,LINDA,C
900276021,CA,LOS ANGELES,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1356412324,DEGNER,TIMOTHY,L
941153425,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1356421879,OKUMURA,MEGUMI,J
933149649,CA,BAKERSFIELD,PEDIATRIC MEDICINE,GASTROENTEROLOGY,M,VALLEY CHILDRENS MEDICAL GROUP,1356591200,WAROLIN,JOSHUA,P
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1356683031,MA,MEIQIAN,
900481804,CA,WEST HOLLYWOOD,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,CEDARS-SINAI MEDICAL CENTER,1366416497,GARG,RUCHIRA,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1366478638,TACY,THERESA,A
925577907,CA,MORENO VALLEY,PEDIATRIC MEDICINE,,M,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1366490690,FREDERICK,DEXTER,
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1366837338,CHENG,KATHERINE,
959263310,CA,CHICO,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,REGENTS OF THE UNIV OF CA,1386625986,ROMANO,PATRICK,S
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,NEUROLOGY,M,UC REGENTS,1386651115,KORNBLUM,HARLEY,I
958256525,CA,SACRAMENTO,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,REGENTS OF THE UNIVERSITY OF CALIFORNIA,1386796050,KARALAKULASINGAM,CHRISHANTHIE,J
928684203,CA,ORANGE,PEDIATRIC MEDICINE,ENDOCRINOLOGY,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1386808285,KASHMIRI,HIMALA,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1386939296,PRIBNOW,ALLISON,KEELY
928684203,CA,ORANGE,PEDIATRIC MEDICINE,PULMONARY DISEASE,F,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1396060554,GAGE,SUSAN,C
900958353,CA,LOS ANGELES,PEDIATRIC MEDICINE,NEUROLOGY,F,UC REGENTS,1396061461,WILSON,RUJUTA,BHATT
958165616,CA,SACRAMENTO,PEDIATRIC MEDICINE,,F,SUTTER VALLEY MEDICAL FOUNDATION,1396139853,HENSHAW,SARAH,ELIZABETH
904041240,CA,SANTA MONICA,PEDIATRIC MEDICINE,,F,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,1396713426,WEIMER,AMY,
932153660,CA,DELANO,PEDIATRIC MEDICINE,CRITICAL CARE (INTENSIVISTS),F,HOSPITALIST MEDICINE PHYSICIANS OF CALIFORNIA INC,1396968111,ZEBRACK,CELIA,
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UCSF PEDIATRICS ASSOCIATES,1407052186,SACKS,LOREN,D
954483314,CA,HEALDSBURG,PEDIATRIC MEDICINE,,F,ALLIANCE MEDICAL CENTER,1407199912,EKSTROM,ANNA,V
937012302,CA,FRESNO,PEDIATRIC MEDICINE,,F,,1407432966,MCKEAN,ALIA,MICHELLE
925062658,CA,RIVERSIDE,PEDIATRIC MEDICINE,,M,RIVERSIDE MEDICAL CLINIC INC,1407838220,BERRY,RAVI,
902776005,CA,REDONDO BEACH,PEDIATRIC MEDICINE,,F,,1407867203,ZIEGNER,ULRIKE,H
900953075,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,UC REGENTS,1407869977,LEVI,DANIEL,
925631402,CA,MURRIETA,PEDIATRIC MEDICINE,RHEUMATOLOGY,F,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1407890429,DE LA PENA,WENDY,LEE
902554906,CA,HUNTINGTON PARK,PEDIATRIC MEDICINE,GENERAL SURGERY,M,JOSE TORREBLANCA MD INC,1407922107,TORREBLANCA,JOSE,M
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,LPCH MEDICAL GROUP DIV OF LUCILE,1417222779,BUDDHE,SUJATHA,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1417426248,LEE,KYONG-JIN,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,GASTROENTEROLOGY,M,LPCH MEDICAL GROUP DIV OF LUCILE,1427031970,HUSAIN,SOHAIL,Z
950621323,CA,SANTA CRUZ,PEDIATRIC MEDICINE,,F,SUTTER BAY MEDICAL FOUNDATION,1427038504,GALLAGHER,JEANNE,
902011049,CA,BELL,PEDIATRIC MEDICINE,GENERAL PRACTICE,F,,1427048768,RODAS,ANA,L
900486111,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CEDARS-SINAI MEDICAL CARE FOUNDATION,1427060680,KOURSH,EVAN,B
928684203,CA,ORANGE,PEDIATRIC MEDICINE,PULMONARY DISEASE,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1427085810,TIRAKITSOONTORN,PORNCHAI,
952103377,CA,STOCKTON,PEDIATRIC MEDICINE,MEDICAL GENETICS AND GENOMICS,F,PERMANENTE MEDICAL GROUP INC,1427136175,TEZCAN,KAMER,
928684748,CA,ORANGE,PEDIATRIC MEDICINE,HEMATOLOGY,F,CENTER FOR COMPREHENSIVE CARE AND DIAGNOSIS OF INHERITED BLOOD DISORDE,1427286343,HWANG,NINA,X
902773040,CA,REDONDO BEACH,PEDIATRIC MEDICINE,,M,TORRANCE HEALTH ASSOCIATION INC,1427402403,CHIOU,DANIEL,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1427468602,CHANG,SUNNY,
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF MEDICAL GROUP BUSINESS SERVICES,1437139060,MOON-GRADY,ANITA,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,ENDOCRINOLOGY,M,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1437165826,CHEUNG,CLEMENT,CHUN KAY
928684203,CA,ORANGE,PEDIATRIC MEDICINE,CRITICAL CARE (INTENSIVISTS),M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1437243102,KNIGHT,JASON,M
917864920,CA,UPLAND,PEDIATRIC MEDICINE,NEUROSURGERY,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1437265816,LOUDON,WILLIAM,G
914025423,CA,PANORAMA CITY,PEDIATRIC MEDICINE,ALLERGY/IMMUNOLOGY,F,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1437300407,SHAH,NISHA,N
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,LPCH MEDICAL GROUP DIV OF LUCILE,1437371127,MASKATIA,SHIRAZ,
904041240,CA,SANTA MONICA,PEDIATRIC MEDICINE,"INFECTIOUS DISEASE, PREVENTIVE MEDICINE",F,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,1437439379,FERNANDES,PRIYANKA,
917373700,CA,RANCHO CUCAMONGA,PEDIATRIC MEDICINE,,F,PINNACLE MEDICAL GROUP INC,1447206073,ADAN,OLGA,M
925053043,CA,RIVERSIDE,PEDIATRIC MEDICINE,MEDICAL GENETICS AND GENOMICS,M,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1447454871,HOFFMAN,TREVOR,L
905054749,CA,TORRANCE,PEDIATRIC MEDICINE,ALLERGY/IMMUNOLOGY,M,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,1447464375,YEN,ERIC,Y
925577907,CA,MORENO VALLEY,PEDIATRIC MEDICINE,,F,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1447516919,DULAI,AMANPREET,
912064032,CA,GLENDALE,PEDIATRIC MEDICINE,,M,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1447518964,TSUKIMOTO,MITSUHIKO,
941153011,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,REGENTS OF THE UNIVERSITY OF CALIFORNIA,1447526454,COBB,CARMEN,ELENA
943052200,CA,STANFORD,PEDIATRIC MEDICINE,,F,STANFORD HEALTH CARE,1447563549,FANG,ANDREA,C
923542804,CA,LOMA LINDA,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1447782685,HUYNH,BICHTRAM,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1457340291,VANDERBILT,DOUGLAS,L
935342870,CA,LANCASTER,PEDIATRIC MEDICINE,,M,"BRIAN K GAW, M.D., INC.",1457354391,GAW,BRIAN,K
900454009,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,,1457420077,BALLOU,NICOLETTE,L
958171514,CA,SACRAMENTO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,M,REGENTS OF THE UNIV OF CA,1457451270,MALOGOLOWKIN,MARCIO,H
907234377,CA,PARAMOUNT,PEDIATRIC MEDICINE,FAMILY PRACTICE,F,PARA LATINO MEDICAL CENTER INC,1457452310,ZAPANTA-NOVERO,YOLANDA,A
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1457471567,GRUBER,TANJA,ANDREA
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1457585010,SOUZA,ANDREW,THOMAS
913402424,CA,SAN FERNANDO,PEDIATRIC MEDICINE,,F,,1457687204,ATALLA,MARTA,I
950102516,CA,CAPITOLA,PEDIATRIC MEDICINE,,F,DIGNITY HEALTH MEDICAL FOUNDATION,1457738965,GRAZIANI,STEPHANIE,MELTON
953504500,CA,MODESTO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,VALLEY CHILDRENS MEDICAL GROUP,1467429787,CROUSE,VONDA,L
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UCSF MEDICAL GROUP BUSINESS SERVICES,1467488262,BROOK,MICHAEL,
900953075,CA,LOS ANGELES,PEDIATRIC MEDICINE,NEUROLOGY,M,UC REGENTS,1467488528,GIZA,CHRISTOPHER,
958165616,CA,SACRAMENTO,PEDIATRIC MEDICINE,GASTROENTEROLOGY,M,SUTTER VALLEY MEDICAL FOUNDATION,1467508382,PETERSON,JOHANN,M
959263310,CA,CHICO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,REGENTS OF THE UNIV OF CA,1467614685,YEH,JAY,
913421437,CA,SYLMAR,PEDIATRIC MEDICINE,,M,COUNTY OF LOS ANGELES,1467698720,KAHANA,DORON,D
904041240,CA,SANTA MONICA,PEDIATRIC MEDICINE,PREVENTIVE MEDICINE,F,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,1467814731,NUNEZ,DENISE,MAGDALENA
921033109,CA,SAN DIEGO,PEDIATRIC MEDICINE,,M,REGENTS OF THE UNIVERSITY OF CALIFORNIA,1467847293,JIMENEZ-BACARDI,ADRIA,
917864912,CA,UPLAND,PEDIATRIC MEDICINE,,F,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1467890632,WANG,HUA,
928683201,CA,ORANGE,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,UC REGENTS,1477086866,KIM,JESSICA,NAH-HYUNG
956955169,CA,WOODLAND,PEDIATRIC MEDICINE,,M,DIGNITY HEALTH MEDICAL FOUNDATION,1477537264,NOWICKI,STEPHEN,T
928353641,CA,FULLERTON,PEDIATRIC MEDICINE,,M,PROVIDENCE MEDICAL FOUNDATION,1477649382,BENNETT,MARC,WILLIAM
923542804,CA,LOMA LINDA,PEDIATRIC MEDICINE,,F,,1487237624,TSAI,CHIN,LUAN
922703206,CA,RANCHO MIRAGE,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,F,EISENHOWER MEDICAL CENTER,1487666996,GUERRERO,JOSEFINA,T
940103214,CA,BURLINGAME,PEDIATRIC MEDICINE,DERMATOLOGY,F,PENINSULA DERMATOLOGY MEDICAL GROUP INC,1487827861,SORRELL,JENNIFER,L
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,NEPHROLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1487874954,TALLEY,ELIZABETH,M
900481804,CA,WEST HOLLYWOOD,PEDIATRIC MEDICINE,,M,CEDARS-SINAI MEDICAL CENTER,1487916177,SHAH,SAREEN,S
921039000,CA,SAN DIEGO,PEDIATRIC MEDICINE,"GERIATRIC MEDICINE, INTERNAL MEDICINE",M,REGENTS OF THE UNIVERSITY OF CALIFORNIA,1487941696,MA,LAWRENCE,
953504500,CA,MODESTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,VALLEY CHILDRENS MEDICAL GROUP,1497031892,CASTELLANOS,BIANCA,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,MEDICAL GENETICS AND GENOMICS,F,LPCH MEDICAL GROUP DIV OF LUCILE,1497045298,LEE,CHUNG,UN
904041249,CA,SANTA MONICA,PEDIATRIC MEDICINE,SPORTS MEDICINE,M,REGENTS OF THE UNIVERSITY OF CALIFORNIA,1497056154,DUFFAUT,CALVIN,J
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,REGENTS OF THE UNIVERSITY OF CALIFORNIA,1497074108,POONACHA,MELANIA,SUNITA
921231810,CA,SAN DIEGO,PEDIATRIC MEDICINE,,M,ANESTHESIA SERVICE MEDICAL GROUP,1497079099,VILLEGAS,RICHARD,F
922839605,CA,WINTERHAVEN,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,DHHS PHS IHS PHOENIX AREA,1497281521,KOHLER,KEVIN,V
946074220,CA,OAKLAND,PEDIATRIC MEDICINE,,F,ASIAN HEALTH SERVICES,1497825988,CHAN,SUE,
906602402,CA,PICO RIVERA,PEDIATRIC MEDICINE,GENERAL PRACTICE,F,,1497841258,SULTANA,SAYEEDA,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,CRITICAL CARE (INTENSIVISTS),F,LPCH MEDICAL GROUP DIV OF LUCILE,1508027772,RYAN,KATHLEEN,R
902323174,CA,CULVER CITY,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,CEDARS-SINAI MEDICAL CARE FOUNDATION,1508046343,SHIM,ALBERT,L
941234307,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,ONE MEDICAL GROUP INC,1508399866,PINDORIA,CHANDNI,
946021018,CA,OAKLAND,PEDIATRIC MEDICINE,,F,ALAMEDA HEALTH SYSTEM,1508486903,DOSHI,NIRMITA,R
900483693,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CEDARS-SINAI MEDICAL CENTER,1508803131,OCHOA-LUBINOFF,CESAR,A
928684203,CA,ORANGE,PEDIATRIC MEDICINE,MEDICAL GENETICS AND GENOMICS,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1508914458,WANG,RAYMOND,Y
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1508950874,SUKUMARAN,MEERA,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,NEPHROLOGY,M,LPCH MEDICAL GROUP DIV OF LUCILE,1518027291,SUTHERLAND,SCOTT,M
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1518030352,MANNING,MELANIE,ANN
928684203,CA,ORANGE,PEDIATRIC MEDICINE,,F,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1518082304,TRINH,LIEN,N
926633508,CA,NEWPORT BEACH,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,CITY OF HOPE MEDICAL FOUNDATION,1518166966,YOON,JANET,M
923072152,CA,APPLE VALLEY,PEDIATRIC MEDICINE,NEUROLOGY,M,"NEW LIFE MEDICAL ASSOCIATES, INC.",1518172535,PATEL,DARSHAN,A
928684203,CA,ORANGE,PEDIATRIC MEDICINE,PHYSICAL MEDICINE AND REHABILITATION,F,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1518918358,IRWIN,MELANIE,C
900481804,CA,WEST HOLLYWOOD,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,CEDARS-SINAI MEDICAL CENTER,1518928886,DESAI,ANISH,B
937211324,CA,FRESNO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,FRESNO COMMUNITY HOSPITAL AND MEDICAL CENTER,1518939263,COLL,ANA,CAROLINA
941152381,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,SUTTER BAY MEDICAL FOUNDATION,1518961069,LEONG,RUSSELL,
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UCSF PEDIATRICS ASSOCIATES,1518995935,MOORE,PHILLIP,
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,REGENTS OF THE UNIV OF CA,1528153756,ING,FRANK,F
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1528294915,AKAN,DENIZHAN,H
922625743,CA,PALM SPRINGS,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,,1538134762,HASHMI,AIJAZ,
958256379,CA,SACRAMENTO,PEDIATRIC MEDICINE,,M,ACTIVE LIFE WOUND CLINICS,1538196746,GERBICH,STEPHEN,J.
917866701,CA,UPLAND,PEDIATRIC MEDICINE,,M,,1538248166,DOMINGO,MIGUEL,I
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UCSF PEDIATRICS ASSOCIATES,1538297072,FIORE,DARREN,MICHAEL
959913459,CA,YUBA CITY,PEDIATRIC MEDICINE,,M,AMPLA HEALTH,1538428040,CHANGEZI,AMMAR,H
923072300,CA,APPLE VALLEY,PEDIATRIC MEDICINE,NEUROLOGY,M,HIGH DESERT NEURO-DIAGNOSTIC MEDICAL GROUP INC,1548218522,GALLEGOS,EDUARDO,
913311626,CA,PACOIMA,PEDIATRIC MEDICINE,,F,NORTHEAST VALLEY HEALTH CORPORATION,1548261373,JOHNSON,GINA,M
923543450,CA,LOMA LINDA,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,M,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1548289390,MOYNIHAN,JAMES,A
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,NEUROLOGY,M,UC REGENTS,1548362361,VARGAS,JORGE,H
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,PULMONARY DISEASE,F,REGENTS OF THE UNIV OF CA,1548457674,NANDALIKE,KIRAN,
937211324,CA,FRESNO,PEDIATRIC MEDICINE,,M,FRESNO COMMUNITY HOSPITAL AND MEDICAL CENTER,1548551641,GHIMIRE,LAXMI,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,MEDICAL GENETICS AND GENOMICS,F,LPCH MEDICAL GROUP DIV OF LUCILE,1548559974,WILNAI ZISKIND,YAEL,
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF MEDICAL GROUP BUSINESS SERVICES,1548585748,LALEFAR,NAHAL,R
953918042,CA,MOUNTAIN HOUSE,PEDIATRIC MEDICINE,,F,MALHOTRA AND CHITTURI MEDICAL CORP,1548601255,CHITTA,NAGA,V
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,MEDICAL GENETICS AND GENOMICS,F,UC REGENTS,1548604895,RUSSELL,BIANCA,E
917306834,CA,RANCHO CUCAMONGA,PEDIATRIC MEDICINE,,M,WOUND HEALING CARE SPECIALISTS INC,1558398347,DRUGAS,GEORGE,T
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UCSF PEDIATRICS ASSOCIATES,1558398628,WILSON,STEPHEN,D
928684203,CA,ORANGE,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1558453258,BATRA,ANJAN,S
928684203,CA,ORANGE,PEDIATRIC MEDICINE,PULMONARY DISEASE,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1558561597,NAKRA,NEAL,K
945831359,CA,SAN RAMON,PEDIATRIC MEDICINE,,F,ONE MEDICAL GROUP INC,1558793281,NABIUNY,IMA,
953504500,CA,MODESTO,PEDIATRIC MEDICINE,,M,VALLEY CHILDRENS MEDICAL GROUP,1568402188,ALI,OMAR,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1568555308,GUTIERREZ,YVONNE,R
